City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
352,Sakata,JP,38.9167,139.855,27.77,94,99,7.81,light snow
353,Merida,MX,20.9667,-89.6167,73.99,53,75,4.61,broken clouds
354,Yeniseysk,RU,58.4497,92.1703,7.75,94,100,5.55,overcast clouds
355,Tahe,CN,52.3333,124.7333,-20.85,84,100,6.02,overcast clouds
356,Srednekolymsk,RU,67.45,153.6833,-40.65,81,41,3.44,scattered clouds
357,Kuzino,RU,57.0224,59.4412,-2.18,92,100,9.57,overcast clouds
358,Kasongo-Lunda,CD,-6.4667,16.8167,69.44,80,100,0.72,overcast clouds
359,San Remo,IT,43.8182,7.7612,50.0,46,0,10.36,clear sky
360,Bergen,NO,60.392,5.328,37.0,93,75,12.66,light rain
361,Hamilton,US,39.1834,-84.5333,35.01,80,90,8.05,light snow
362,Nchelenge,ZM,-9.3451,28.734,72.45,80,74,5.99,light rain
363,Vanderhoof,CA,54.0166,-124.0198,37.9,83,89,7.63,overcast clouds
364,Flinders,AU,-34.5833,150.8552,75.0,72,15,1.99,few clouds
365,Quang Ngai,VN,15.1167,108.8,64.85,86,95,11.5,light rain
366,Tual,ID,-5.6667,132.75,82.96,79,100,16.84,light rain
367,Madang,PG,-5.2246,145.7966,79.92,85,68,2.57,moderate rain
368,Mayo,US,38.8876,-76.5119,46.4,46,90,4.61,overcast clouds
369,Konya,TR,38.1667,32.5,23.0,86,40,13.8,scattered clouds
370,Viedma,AR,-40.8135,-62.9967,82.0,35,0,6.17,clear sky
371,Hasaki,JP,35.7333,140.8333,34.0,80,75,6.91,light rain
372,Mazyr,BY,52.0495,29.2456,0.82,93,99,5.68,overcast clouds
373,Toyooka,JP,35.5333,134.8333,32.0,74,40,2.3,scattered clouds
374,Caravelas,BR,-17.7125,-39.2481,76.53,82,0,6.96,clear sky
375,Dombarovskiy,RU,50.7587,59.5386,-0.62,88,61,1.5,broken clouds
376,Luwuk,ID,-0.9516,122.7875,77.23,81,100,3.22,overcast clouds
377,Tres Arroyos,AR,-38.3739,-60.2798,64.74,66,4,12.35,clear sky
378,Road Town,VG,18.4167,-64.6167,78.8,78,40,5.75,scattered clouds
379,Petukhovo,RU,55.0692,67.9019,1.35,91,22,13.98,few clouds
380,Nawa,IN,27.0167,75.0,56.26,49,0,7.96,clear sky
381,Aksu,CN,41.1231,80.2644,11.14,87,0,2.13,clear sky
382,Inverell,AU,-29.7833,151.1167,75.0,79,100,5.14,overcast clouds
383,Conde,BR,-7.2597,-34.9075,78.8,78,0,10.36,clear sky
384,Sausar,IN,21.65,78.7833,66.2,59,0,2.3,haze
385,Avera,US,33.194,-82.5271,50.0,46,1,9.22,clear sky
386,Taoudenni,ML,22.6783,-3.9836,58.98,31,38,16.6,scattered clouds
387,Amboasary,MG,-25.0333,46.3833,80.6,74,20,4.74,few clouds
388,Gorom-Gorom,BF,14.4439,-0.2361,77.0,17,100,8.39,overcast clouds
389,Stulovo,RU,58.7225,50.1439,-13.23,89,7,3.6,clear sky
390,Skjervoy,NO,70.0311,20.9714,35.87,85,100,14.65,overcast clouds
391,Helena,US,46.5927,-112.0361,43.0,49,90,24.16,overcast clouds
392,Mukhen,RU,48.1,136.1,-6.83,87,93,4.45,overcast clouds
393,Jiuquan,CN,39.7432,98.5174,17.58,66,0,1.9,clear sky
394,Longkou,CN,37.6508,120.3286,29.77,87,0,14.54,clear sky
395,Killybegs,IE,54.6333,-8.45,41.0,93,82,5.01,broken clouds
396,Clyde River,CA,70.4692,-68.5914,6.8,92,90,26.46,snow
397,Bethel,US,41.3712,-73.414,41.0,52,90,8.05,overcast clouds
398,Korla,CN,41.7597,86.1469,14.61,82,0,1.14,clear sky
399,Bereda,ES,43.2686,-7.5406,48.0,100,45,1.01,scattered clouds
400,Baruun-Urt,MN,46.6806,113.2792,-19.34,86,50,3.87,scattered clouds
401,Katete,UG,-0.7818,29.7544,66.83,63,77,1.9,broken clouds
402,Kavaratti,IN,10.5669,72.642,81.79,75,0,5.86,clear sky
403,Noumea,NC,-22.2763,166.4572,82.99,74,75,3.44,broken clouds
404,Salamiyah,SY,35.0113,37.0532,46.63,78,16,17.94,few clouds
405,Bathsheba,BB,13.2167,-59.5167,78.8,73,40,19.57,scattered clouds
406,Obidos,BR,-1.9175,-55.5181,83.01,63,29,1.61,scattered clouds
407,Kendari,ID,-3.945,122.4989,75.25,93,100,1.95,overcast clouds
408,Vardo,NO,70.3705,31.1107,33.8,86,40,25.32,snow
409,Valkeakoski,FI,61.2642,24.0312,19.99,92,90,3.44,overcast clouds
410,Marovoay,MG,-16.1,46.6333,82.4,83,20,4.61,light rain
411,Kilindoni,TZ,-7.9139,39.6668,81.03,81,89,15.14,overcast clouds
412,Nanortalik,GL,60.1432,-45.2371,27.07,94,100,4.25,overcast clouds
413,Olinda,BR,-8.0089,-34.8553,78.8,65,20,11.5,few clouds
414,Dingle,PH,10.9995,122.6711,74.98,92,100,7.56,overcast clouds
415,Torrington,US,41.8007,-73.1212,39.0,77,86,5.99,overcast clouds
416,Kirakira,SB,-10.4544,161.9205,84.7,73,47,8.3,light rain
417,Mlandizi,TZ,-6.7,38.7333,80.6,83,40,16.11,scattered clouds
418,Ongandjera,NA,-17.8833,15.0667,77.74,42,100,11.72,overcast clouds
419,Talnakh,RU,69.4865,88.3972,-8.73,76,100,4.61,overcast clouds
420,Riorges,FR,46.0418,4.0497,35.01,100,90,2.3,overcast clouds
421,Asfi,MA,32.2994,-9.2372,54.68,73,0,9.69,clear sky
422,Kaniama,CD,-7.5667,24.1833,65.43,92,96,0.72,overcast clouds
423,Vuktyl,RU,63.8567,57.3094,-15.2,89,100,3.65,overcast clouds
424,Lavrentiya,RU,65.5833,-171.0,-10.55,82,100,10.31,overcast clouds
425,Dvinskoy,RU,62.1535,45.1175,5.79,94,100,4.94,snow
426,Kanigoro,ID,-8.13,112.219,73.15,89,97,3.18,overcast clouds
427,Bose,IT,45.4612,8.0137,34.0,89,24,1.01,few clouds
428,Bilma,NE,18.6853,12.9164,63.75,26,100,16.75,overcast clouds
429,Sivas,TR,39.7916,37.0019,21.2,93,90,8.05,light snow
430,Boende,CD,-0.2167,20.8667,69.06,94,99,1.97,overcast clouds
431,San Ramon,US,37.7799,-121.978,75.2,20,1,11.5,clear sky
432,Saint Anthony,US,45.0205,-93.218,21.99,86,90,5.75,overcast clouds
433,Tres Lagoas,BR,-20.7511,-51.6783,75.97,89,100,4.88,moderate rain
434,Tamworth,GB,52.634,-1.6959,41.0,81,0,5.75,clear sky
435,Diffa,NE,13.3154,12.6113,70.45,21,1,8.95,clear sky
436,Aswan,EG,24.0934,32.907,56.55,40,0,6.71,clear sky
437,Modasa,IN,23.4667,73.3,65.19,48,0,1.81,clear sky
438,Sembakung,ID,3.8167,117.25,75.2,94,20,3.44,few clouds
439,Karratha,AU,-20.7377,116.8463,89.47,54,62,5.32,broken clouds
440,Maragogi,BR,-9.0122,-35.2225,77.79,80,0,8.41,clear sky
441,Conway,US,35.0887,-92.4421,52.0,32,40,18.41,scattered clouds
442,Sur,OM,22.5667,59.5289,68.09,56,2,5.46,clear sky
443,Nizwa,OM,22.9333,57.5333,57.36,48,30,2.53,scattered clouds
444,Sultanpur,IN,26.2667,82.0667,51.69,82,0,4.5,clear sky
445,Luzhou,CN,28.8724,105.4405,39.4,79,45,3.65,scattered clouds
446,Witu,KE,-2.3889,40.4382,78.8,83,75,5.75,haze
447,Batemans Bay,AU,-35.7167,150.1833,71.01,61,0,1.01,clear sky
448,Krasnokamensk,RU,50.0979,118.0369,-24.93,78,0,4.41,clear sky
449,North Myrtle Beach,US,33.816,-78.68,50.0,49,1,9.22,clear sky
450,Birjand,IR,32.8663,59.2211,39.2,22,0,6.91,clear sky
451,Povenets,RU,62.8487,34.8262,13.48,95,97,5.35,snow
452,Ambilobe,MG,-13.2,49.05,74.88,92,61,0.81,broken clouds
453,Wewak,PG,-3.5534,143.6268,81.97,81,84,8.01,moderate rain
454,Praia Da Vitoria,PT,38.7333,-27.0667,61.0,94,75,32.82,moderate rain
455,Labuhan,ID,-6.8844,112.2051,76.89,84,100,8.16,light rain
456,Dzhebariki-Khaya,RU,62.2167,135.8,-52.55,76,85,2.06,overcast clouds
457,Gashua,NG,12.871,11.0482,70.11,20,0,9.69,clear sky
458,Fukue,JP,32.6881,128.8419,42.3,74,100,11.48,overcast clouds
459,Mantua,IT,45.1667,10.7833,32.0,92,82,1.01,broken clouds
460,Kamenka,RU,51.3223,42.7678,-2.0,86,100,5.86,overcast clouds
461,Bonavista,CA,48.6499,-53.1147,37.0,100,100,9.22,light rain
462,Suozhen,CN,36.9539,118.1047,25.47,72,0,5.35,clear sky
463,Dunedin,NZ,-45.8742,170.5036,63.0,50,81,5.99,broken clouds
464,Kodiak,US,57.79,-152.4072,37.4,81,90,14.97,light rain
465,Tabuk,PH,17.4189,121.4443,67.35,90,100,9.17,overcast clouds
466,Bosansko Grahovo,BA,44.1794,16.3639,34.0,49,26,1.99,scattered clouds
467,Plougastel-Daoulas,FR,48.3667,-4.3667,44.6,93,90,2.3,overcast clouds
468,Camacha,PT,33.0833,-16.3333,57.2,62,75,5.75,broken clouds
469,Ossora,RU,59.2353,163.0719,0.61,91,100,22.24,light snow
470,Catamarca,AR,-28.4696,-65.7852,81.0,46,9,1.63,clear sky
471,Derzhavinsk,KZ,51.1,66.3167,6.71,94,2,7.36,clear sky
472,Concarneau,FR,47.875,-3.9225,37.4,93,0,1.14,clear sky
473,Manicore,BR,-5.8092,-61.3003,84.25,70,86,2.39,overcast clouds
474,Pucallpa,PE,-8.3791,-74.5539,89.6,58,40,8.05,scattered clouds
475,Troitskoye,RU,52.9821,84.6757,6.53,92,12,6.71,few clouds
476,Porangatu,BR,-13.4408,-49.1486,73.89,89,92,2.91,overcast clouds
477,San Cristobal,VE,7.7669,-72.225,84.2,58,40,9.22,scattered clouds
478,Xining,CN,36.6167,101.7667,13.98,59,0,2.77,clear sky
479,Port Hedland,AU,-20.3167,118.5667,84.2,61,14,6.91,few clouds
480,Jalingo,NG,8.8833,11.3667,78.57,18,42,3.83,scattered clouds
481,Yunyang,CN,33.4474,112.7142,31.82,83,0,3.62,clear sky
482,Lasa,IT,46.6166,10.7002,30.99,74,75,6.91,broken clouds
483,San Jose De Las Lajas,CU,22.9614,-82.1511,71.6,68,75,10.36,broken clouds
484,Akyab,MM,20.15,92.9,62.96,76,0,6.42,clear sky
485,Terrace,CA,54.5163,-128.6035,41.0,93,75,9.22,broken clouds
486,Bogyiszlo,HU,46.3864,18.8296,23.07,94,26,4.47,scattered clouds
487,Homer,US,59.6425,-151.5483,41.0,75,75,6.91,broken clouds
488,Ipixuna,BR,-1.7625,-48.8043,78.8,83,40,4.61,light rain
489,Tanete,ID,-3.9443,119.7848,76.32,80,100,3.13,overcast clouds
490,Mandalgovi,MN,45.7625,106.2708,6.64,87,0,4.9,clear sky
491,Husavik,IS,66.0449,-17.3389,33.8,80,90,3.44,snow
492,Bahar,IR,34.9072,48.4414,35.04,85,49,12.01,scattered clouds
493,Broken Hill,AU,-31.95,141.4333,59.0,58,0,18.41,clear sky
494,Virginia Beach,US,36.8529,-75.978,48.0,52,73,3.0,broken clouds
495,Haines Junction,CA,60.7522,-137.5108,23.0,93,77,1.14,broken clouds
496,Eyl,SO,7.9803,49.8164,73.36,72,0,12.82,clear sky
497,Beloha,MG,-25.1667,45.05,74.25,82,100,6.82,overcast clouds
498,Hualmay,PE,-11.0964,-77.6139,73.4,72,23,11.16,few clouds
499,Caririacu,BR,-7.0422,-39.2836,78.96,46,100,0.89,overcast clouds
500,Synya,RU,65.3718,58.0387,-21.5,87,99,3.38,overcast clouds
501,Borinskoye,RU,52.4569,39.3713,-5.35,92,100,2.86,overcast clouds
502,Chapais,CA,49.7834,-74.8492,19.4,93,90,11.5,light snow
503,Adre,TD,13.4667,22.2,64.04,23,23,10.65,few clouds
504,Bairiki,KI,1.3292,172.9752,82.4,74,40,12.66,scattered clouds
505,Saint-Augustin,CA,51.226,-58.6502,36.93,94,100,28.27,moderate rain
506,Makakilo City,US,21.3469,-158.0858,75.2,73,90,4.61,overcast clouds
507,Berdigestyakh,RU,62.0989,126.6992,-47.87,76,97,3.65,overcast clouds
508,Salinas,US,36.6777,-121.6555,78.8,31,1,4.92,clear sky
509,Banikoara,BJ,11.2985,2.4386,74.17,18,97,4.79,overcast clouds
510,Kushmurun,KZ,52.4503,64.6311,-0.54,91,0,8.14,clear sky
511,Savannah Bight,HN,16.45,-85.85,79.0,88,75,4.61,broken clouds
512,Torbay,CA,47.6666,-52.7314,37.0,100,90,18.41,moderate rain
513,Limbang,MY,4.75,115.0,73.4,94,75,4.61,moderate rain
514,Alekseyevskaya,RU,50.2896,42.1845,1.99,80,99,1.01,snow
515,Jinchang,CN,38.4953,102.1739,23.05,60,0,3.38,clear sky
516,Hervey Bay,AU,-25.2986,152.8535,82.99,72,99,3.0,overcast clouds
517,Huntley,US,42.1681,-88.4281,30.99,83,100,1.01,overcast clouds
518,Songjianghe,CN,42.1859,127.479,0.9,90,100,5.28,overcast clouds
519,Boddam,GB,57.4667,-1.7833,39.2,87,100,6.91,overcast clouds
520,Lixourion,GR,38.2019,20.4314,45.73,63,100,4.25,overcast clouds
521,Tahta,EG,26.7693,31.5021,55.4,41,0,9.22,clear sky
522,Malakal,SS,9.5334,31.6605,78.69,22,47,7.29,scattered clouds
523,Buala,SB,-8.145,159.5921,82.67,79,57,8.88,light rain
524,Chaibasa,IN,22.5667,85.8167,53.08,57,0,1.36,clear sky
525,Marawi,PH,7.9986,124.2928,75.0,90,100,1.01,overcast clouds
526,Waipawa,NZ,-41.4122,175.5153,66.2,52,0,16.11,clear sky
527,Svetlogorsk,BY,52.6333,29.7333,-3.35,91,78,5.75,broken clouds
528,Passos,BR,-20.7189,-46.6097,70.52,89,100,1.92,overcast clouds
529,Atbasar,KZ,51.8,68.3333,5.34,94,0,8.88,clear sky
530,Calvinia,ZA,-31.4707,19.776,69.53,52,0,5.77,clear sky
531,Whitianga,NZ,-36.8333,175.7,68.63,54,34,13.0,scattered clouds
532,Teguise,ES,29.0605,-13.564,59.0,77,20,6.91,few clouds
533,Tilichiki,RU,60.4667,166.1,-15.99,84,100,15.37,overcast clouds
534,Soyo,AO,-6.1349,12.3689,79.52,79,69,10.04,broken clouds
535,Bubaque,GW,11.2833,-15.8333,78.13,66,95,13.78,overcast clouds
536,Gagra,GE,43.3283,40.2239,42.8,87,90,2.24,overcast clouds
537,Grand Gaube,MU,-20.0064,57.6608,80.01,78,98,8.01,overcast clouds
538,Hay River,CA,60.8156,-115.7999,8.6,85,75,6.91,light snow
539,Rolla,US,37.9514,-91.7713,35.01,80,90,9.22,light snow
540,Alyangula,AU,-13.8483,136.4192,77.0,73,75,3.44,light rain
541,Cabra,ES,37.4725,-4.4421,46.0,45,100,2.57,overcast clouds
542,Mount Isa,AU,-20.7333,139.5,77.0,22,22,12.66,few clouds
543,Gurmatkal,IN,16.8667,77.4,65.05,69,0,7.29,clear sky
544,Andapa,MG,-14.65,49.65,70.07,91,21,2.04,few clouds
545,Maryville,US,35.7565,-83.9705,44.6,57,90,12.66,overcast clouds
546,Vung Tau,VN,10.346,107.0843,72.7,75,26,6.67,scattered clouds
547,Galle,LK,6.0367,80.217,76.01,88,92,4.09,light rain
548,Ketchikan,US,55.3422,-131.6461,44.6,87,75,6.91,light rain
549,Cortez,US,37.3489,-108.5859,53.6,17,1,13.8,clear sky
550,Tocopilla,CL,-22.092,-70.1979,70.66,50,9,4.12,clear sky
551,Male,MV,4.1748,73.5089,82.4,83,20,5.75,few clouds
552,Mae Ramat,TH,16.984,98.5166,65.05,67,29,4.63,scattered clouds
553,Broome,US,42.2506,-75.833,37.0,69,90,8.05,overcast clouds
554,Wuhan,CN,30.5833,114.2667,32.0,69,0,4.47,clear sky
555,Gazanjyk,TM,39.2446,55.5154,43.47,78,54,3.09,broken clouds
556,Nagar Karnul,IN,16.4821,78.3247,65.01,73,0,3.06,clear sky
557,Nara,JP,34.6851,135.8049,32.0,74,20,2.3,few clouds
558,Emba,KZ,48.8264,58.1442,17.92,91,87,6.08,overcast clouds
559,Necochea,AR,-38.5473,-58.7368,64.0,71,75,20.31,broken clouds
560,Kautokeino,NO,69.0125,23.0412,16.75,91,100,3.0,overcast clouds
561,Beira,MZ,-19.8436,34.8389,75.2,94,90,11.5,moderate rain
562,Zhangye,CN,38.9342,100.4517,22.12,69,0,6.13,clear sky
563,Nouadhibou,MR,20.931,-17.0347,66.2,34,0,12.66,sand
564,Adrar,MR,20.5022,-10.0711,61.3,27,100,11.83,overcast clouds
565,Dolgorukovo,RU,52.3195,38.3453,-3.64,92,100,3.44,overcast clouds
566,Belaya Gora,RU,68.5333,146.4167,-37.37,83,41,0.34,scattered clouds
567,Taganak,PH,6.0833,118.3,71.6,100,40,5.08,moderate rain
568,Okha,RU,53.5739,142.9478,-19.37,87,24,13.29,few clouds
569,Aktau,KZ,43.65,51.2,35.6,87,90,11.18,overcast clouds
570,Macapa,BR,0.0389,-51.0664,84.2,74,40,9.22,scattered clouds
571,Darhan,MN,49.4867,105.9228,0.57,85,72,0.36,broken clouds
572,Hongjiang,CN,27.11,109.9956,36.54,81,0,2.19,clear sky
573,Moose Factory,CA,51.2585,-80.6094,8.6,85,20,8.05,few clouds
574,Soe,ID,-9.8607,124.284,66.67,99,92,2.51,overcast clouds
575,Goderich,CA,43.7501,-81.7165,32.0,93,100,4.61,overcast clouds
576,Brownwood,US,31.7093,-98.9912,59.0,25,1,8.05,clear sky
577,Polis,CY,35.0367,32.4264,57.2,58,40,26.46,scattered clouds
578,Stockach,DE,47.85,9.0167,34.0,85,97,7.0,overcast clouds
579,Middelburg,ZA,-25.7751,29.4648,64.4,85,93,9.73,overcast clouds
580,Skeldon,GY,5.8833,-57.1333,76.53,87,99,7.09,overcast clouds
581,Ishigaki,JP,24.3448,124.1572,57.2,67,75,14.97,broken clouds
582,Falmouth,GB,50.1544,-5.0711,44.6,81,75,11.5,broken clouds
583,Mabaruma,GY,8.2,-59.7833,74.91,91,89,4.63,overcast clouds
584,Kalmunai,LK,7.4167,81.8167,76.69,86,60,5.73,light rain
585,Jibuti,DJ,11.5,42.5,73.4,83,20,7.56,haze
586,Hukeri,IN,16.2333,74.6,71.51,52,62,8.16,broken clouds
587,Yarim,YE,14.298,44.3779,47.91,51,0,1.95,clear sky
588,Jalor,IN,25.35,72.6167,57.15,69,0,1.1,clear sky
589,Swan River,CA,52.1058,-101.2676,6.8,85,99,9.22,overcast clouds
590,Pandan,PH,14.0453,124.1694,78.57,81,100,15.46,overcast clouds
591,Shitanjing,CN,39.2342,106.3439,21.63,61,0,4.81,clear sky
592,Nicoya,CR,10.1483,-85.452,89.6,45,40,10.36,scattered clouds
593,Praia,CV,14.9215,-23.5087,71.6,73,0,16.11,clear sky
594,Odessa,UA,46.4775,30.7326,10.4,72,20,4.47,few clouds
595,Mayumba,GA,-3.432,10.6554,78.35,81,82,4.18,broken clouds
596,Tete,MZ,-16.1564,33.5867,77.0,100,75,2.3,light rain
597,Laguna,US,38.421,-121.4238,69.01,45,1,3.67,clear sky
598,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,68,90,1.14,overcast clouds
599,Portree,GB,57.4129,-6.1942,42.01,87,100,21.0,overcast clouds
600,Juazeiro,BR,-9.4117,-40.4986,80.6,54,0,7.14,clear sky
601,Anzio,IT,41.4853,12.6179,37.99,81,0,8.05,clear sky
602,Altay,CN,47.8667,88.1167,12.49,58,44,1.92,scattered clouds
603,Vikulovo,RU,56.8167,70.6107,11.14,94,100,13.89,overcast clouds
604,Esso,RU,55.9333,158.7,15.58,90,100,6.17,overcast clouds
605,Auki,SB,-8.7676,160.7034,83.26,75,85,3.91,light rain
606,Trogir,HR,43.5125,16.2517,33.8,47,0,8.05,clear sky
607,Muros,ES,42.7762,-9.0603,51.01,91,6,5.88,clear sky
608,Novobelokatay,RU,55.7062,58.9549,-3.66,90,100,9.98,overcast clouds
609,Madimba,TZ,-10.4,40.3333,80.6,89,20,11.5,few clouds
610,Abeche,TD,13.8292,20.8324,67.93,20,0,8.95,clear sky
611,Malvern,US,34.3623,-92.813,55.4,24,20,11.5,few clouds
612,Khonsa,IN,27.0167,95.5667,51.8,75,0,4.41,clear sky
613,Corinth,GR,37.9407,22.9573,36.0,62,99,3.0,overcast clouds
614,Timizart,DZ,36.8,4.2667,47.08,52,0,5.53,clear sky
615,Novyy Urengoy,RU,66.0833,76.6333,-10.91,90,100,14.36,overcast clouds
616,Buta,CD,2.7858,24.73,72.41,68,2,1.99,clear sky
617,Waingapu,ID,-9.6567,120.2641,78.12,81,86,5.12,light rain
618,Kondoa,TZ,-4.9,35.7833,61.88,92,100,0.76,light rain
619,Arman,RU,59.7,150.1667,-13.31,86,100,16.64,light snow
620,Katol,IN,21.2667,78.5833,66.2,59,0,2.3,haze
621,Damaturu,NG,11.747,11.9608,70.59,23,4,8.12,clear sky
622,Truro,GB,50.2653,-5.0544,44.6,93,75,4.61,broken clouds
623,Kez,RU,57.8979,53.7152,-13.23,88,0,3.04,clear sky
624,Muzhi,RU,65.3667,64.6667,-14.8,89,100,4.0,overcast clouds
625,Ranfurly,NZ,-45.1333,170.1,57.0,49,65,7.0,broken clouds
626,Yenagoa,NG,4.9247,6.2642,77.43,87,20,4.79,few clouds
627,Najran,SA,17.4924,44.1277,59.0,36,0,1.61,clear sky
628,Fez,MA,34.0372,-4.9998,39.2,100,0,9.22,clear sky
629,Strelka,RU,58.0728,93.0344,10.24,94,100,7.11,overcast clouds
630,Pueblo Nuevo,MX,23.3833,-105.3833,70.25,22,0,4.29,clear sky
631,Ulaangom,MN,49.9811,92.0667,-20.96,84,80,1.3,broken clouds
632,Guanica,PR,17.9716,-66.908,79.0,73,99,1.01,overcast clouds
633,Nabire,ID,-3.3667,135.4833,75.79,89,100,3.67,light rain
634,Sumter,US,28.7086,-82.0831,57.0,71,99,1.99,overcast clouds
635,Ust-Omchug,RU,61.15,149.6333,-26.41,81,100,10.07,overcast clouds
636,Goleta,TN,36.8181,10.305,53.6,66,20,14.97,few clouds
637,Namibe,AO,-15.1961,12.1522,73.71,75,99,10.69,overcast clouds
638,Aberfeldy,GB,56.62,-3.8645,41.0,85,100,18.01,heavy intensity rain
639,Lakes Entrance,AU,-37.8811,147.981,66.99,64,46,1.01,scattered clouds
640,Tucuma,BR,-0.1833,-50.05,77.79,86,4,7.38,clear sky
641,Wonosobo,ID,-7.36,109.9025,51.01,96,99,1.01,overcast clouds
642,Carutapera,BR,-1.195,-46.02,79.57,81,68,8.08,broken clouds
643,Mingaora,PK,34.7758,72.3625,46.45,44,91,3.91,overcast clouds
644,Erenhot,CN,43.6475,111.9767,-0.92,86,0,3.04,clear sky
645,Corinto,GR,37.9407,22.9573,36.0,62,99,3.0,overcast clouds
646,Moron,AR,-34.6534,-58.6198,77.0,41,0,4.0,clear sky
647,Kattivakkam,IN,13.2167,80.3167,71.6,88,40,6.76,mist
648,Iquique,CL,-20.2208,-70.1431,75.2,50,0,16.11,clear sky
649,Florence,IT,43.7667,11.25,44.6,53,20,13.8,few clouds
650,Tevaitoa,PF,-16.7833,-151.5,81.48,75,0,14.0,clear sky
651,Zyryanka,RU,65.75,150.85,-36.47,83,100,4.79,overcast clouds
652,Turukhansk,RU,65.8167,87.9833,-13.79,87,100,18.77,overcast clouds
653,Taywarah,AF,33.35,64.4167,23.83,75,28,4.61,scattered clouds
654,Poronaysk,RU,49.2167,143.1167,-14.98,83,92,2.55,overcast clouds
655,Ambon,ID,-3.6954,128.1814,77.0,94,40,16.11,moderate rain
656,Omboue,GA,-1.5746,9.2618,77.45,87,90,6.58,light rain
657,Jardim,BR,-21.4803,-56.1381,75.69,94,100,3.8,moderate rain
658,Ternate,ID,0.8,127.4,80.19,79,100,5.93,moderate rain
659,Buin,CL,-33.7333,-70.75,90.0,18,0,9.22,clear sky
660,Coahuayana,MX,18.7333,-103.6833,80.6,54,75,11.5,broken clouds
661,Chanika,TZ,-5.4167,38.0167,70.32,98,100,2.42,overcast clouds
662,Lucapa,AO,-8.4192,20.7447,65.68,96,37,2.75,scattered clouds
663,Faro,PT,37.0194,-7.9322,50.0,76,0,5.75,clear sky
664,Kisangani,CD,0.5167,25.2,72.7,83,58,2.66,broken clouds
665,Cabedelo,BR,-6.9811,-34.8339,78.8,78,0,10.36,clear sky
666,Borovoy,RU,55.4333,86.0833,14.0,85,40,13.42,scattered clouds
667,Talas,TR,38.6908,35.5538,28.4,93,75,5.75,light snow
668,Ayorou,NE,14.7308,0.9174,75.94,17,87,7.96,overcast clouds
669,Port Pirie,AU,-33.1833,138.0167,62.6,72,90,12.66,overcast clouds
670,Tarko-Sale,RU,64.9225,77.785,-2.87,92,100,14.79,overcast clouds
671,Celestun,MX,20.8667,-90.4,71.83,61,72,13.35,broken clouds
672,Lata,PT,40.1629,-8.3327,48.0,80,33,3.13,scattered clouds
673,Kloulklubed,PW,7.0419,134.2556,75.2,88,90,9.22,overcast clouds
674,Port-Cartier,CA,50.0334,-66.8654,32.0,100,100,8.05,snow
675,Mitsamiouli,KM,-11.3847,43.2844,81.43,78,1,8.86,clear sky
676,Port Hardy,CA,50.6996,-127.4199,48.2,93,75,4.61,mist
677,Takahagi,JP,36.7167,140.7167,30.99,62,24,8.75,light snow
678,Imeni Babushkina,RU,59.7573,43.1285,-5.37,91,76,5.35,broken clouds
679,Santa Barbara,US,34.7333,-120.0343,82.4,16,1,5.75,clear sky
680,Pangody,RU,65.85,74.4859,-12.59,89,100,11.86,overcast clouds
681,La Tuque,CA,47.4334,-72.7824,28.4,86,100,9.22,overcast clouds
682,Santa Rosa,PH,14.3122,121.1114,77.0,78,90,2.3,overcast clouds
683,Comodoro Rivadavia,AR,-45.8667,-67.5,75.2,43,0,13.8,clear sky
684,Komsomolskiy,UZ,40.4272,71.7189,35.6,60,85,6.91,mist
685,Miastko,PL,54.0028,16.9826,5.0,85,9,1.01,clear sky
686,Magadan,RU,59.5667,150.8,-10.93,87,100,12.55,overcast clouds
687,Saint-Leu,RE,-21.15,55.2833,78.8,65,0,4.61,clear sky
688,Sambava,MG,-14.2667,50.1667,77.83,88,45,6.31,scattered clouds
689,Plettenberg Bay,ZA,-34.0527,23.3716,65.14,88,18,7.45,few clouds
690,La Maddalena,IT,41.2142,9.4083,50.0,87,0,6.91,clear sky
691,Elesbao Veloso,BR,-6.2019,-42.1403,80.56,64,78,1.52,broken clouds
692,Vanimo,PG,-2.6741,141.3028,80.08,82,88,5.75,light rain
693,Coihaique,CL,-45.5752,-72.0662,62.6,55,75,10.36,broken clouds
694,Ghanzi,BW,-21.5667,21.7833,75.94,59,100,5.88,light rain
695,Sumenep,ID,-7.0167,113.8667,76.32,88,100,10.65,moderate rain
