City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
69,Lagoa,PT,39.05,-27.9833,62.19,84,100,25.57,light rain
70,Chicama,PE,-7.8447,-79.1469,69.8,83,0,11.5,clear sky
71,Bluff,NZ,-46.6,168.3333,60.01,56,69,8.01,broken clouds
72,Port Alfred,ZA,-33.5906,26.891,68.0,90,64,4.54,broken clouds
73,Hilo,US,19.7297,-155.09,80.6,57,75,4.61,light rain
74,Berezovka,BY,53.7214,25.4993,-5.49,89,0,3.44,clear sky
75,Tasiilaq,GL,65.6145,-37.6368,23.0,63,0,5.75,clear sky
76,Nemuro,JP,43.3236,145.575,22.69,96,100,3.83,light snow
77,Vestmannaeyjar,IS,63.4427,-20.2734,36.81,81,100,28.32,overcast clouds
78,Qaanaaq,GL,77.484,-69.3632,-2.31,74,0,4.5,clear sky
79,Pevek,RU,69.7008,170.3133,-28.41,86,12,3.22,few clouds
80,Ola,RU,59.5833,151.2833,-11.63,86,100,15.9,overcast clouds
81,Barrow,US,71.2906,-156.7887,-2.2,78,90,16.11,overcast clouds
82,Samarai,PG,-10.6167,150.6667,84.38,76,38,15.08,scattered clouds
83,Chokurdakh,RU,70.6333,147.9167,-26.54,85,100,7.29,overcast clouds
84,Paamiut,GL,61.994,-49.6678,28.17,94,100,9.75,overcast clouds
85,Longyearbyen,SJ,78.2186,15.6401,19.4,68,40,33.38,scattered clouds
86,Mareeba,AU,-17.0,145.4333,75.99,90,100,4.0,overcast clouds
87,Gilgit,PK,35.9221,74.3087,33.28,51,74,2.66,broken clouds
88,Iqaluit,CA,63.7506,-68.5145,-14.8,70,20,5.75,few clouds
89,Sinjar,IQ,36.3209,41.8754,48.2,81,100,13.89,overcast clouds
90,Rawson,AR,-43.3002,-65.1023,67.69,52,12,13.56,few clouds
91,Amnat Charoen,TH,15.9167,104.75,58.17,70,0,20.27,clear sky
92,Ilebo,CD,-4.3167,20.5833,70.84,94,100,0.63,light rain
93,Benguela,AO,-12.5763,13.4055,75.25,74,85,6.24,overcast clouds
94,Beringovskiy,RU,63.05,179.3167,-13.47,87,21,7.78,few clouds
95,Faanui,PF,-16.4833,-151.75,81.39,75,0,14.0,clear sky
96,Ilulissat,GL,69.2167,-51.1,21.2,86,75,11.5,light snow
97,Ust-Kut,RU,56.7938,105.7672,-17.43,85,100,4.07,light snow
98,Belle Fourche,US,44.6714,-103.8522,42.01,41,90,11.5,overcast clouds
99,Gao,ML,16.6362,1.637,71.29,19,88,12.73,overcast clouds
100,Salalah,OM,17.0151,54.0924,66.2,52,0,3.44,clear sky
101,Lingao,CN,19.9103,109.6859,54.84,61,30,10.78,scattered clouds
102,Margate,GB,51.3813,1.3862,41.0,79,99,1.99,overcast clouds
103,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.6,69,0,21.85,clear sky
104,Mount Gambier,AU,-37.8333,140.7667,57.2,94,90,11.5,overcast clouds
105,Kokkola,FI,63.8385,23.1307,28.99,100,90,8.05,overcast clouds
106,Hermanus,ZA,-34.4187,19.2345,64.99,84,0,1.01,clear sky
107,Tuktoyaktuk,CA,69.4541,-133.0374,-4.0,84,90,9.22,overcast clouds
108,Trairi,BR,-3.2778,-39.2689,79.86,75,92,12.12,overcast clouds
109,Makhinjauri,GE,41.6739,41.694,44.6,93,90,14.97,light rain
110,Bengkulu,ID,-3.8004,102.2655,75.16,85,99,5.79,light rain
111,Koumac,NC,-20.5667,164.2833,84.15,72,80,2.77,broken clouds
112,Wernigerode,DE,51.8333,10.7833,30.0,95,96,3.38,overcast clouds
113,Takoradi,GH,4.8845,-1.7554,79.75,81,1,8.3,clear sky
114,Guerrero Negro,MX,27.9769,-114.0611,78.69,19,0,6.82,clear sky
115,Vaini,TO,-21.2,-175.2,86.0,74,75,11.5,broken clouds
116,Rosarito,MX,32.3333,-117.0333,78.8,13,1,8.05,clear sky
117,New Norfolk,AU,-42.7826,147.0587,61.0,70,98,5.99,overcast clouds
118,Liepaja,LV,56.5419,21.0367,10.4,92,90,3.44,overcast clouds
119,Bambous Virieux,MU,-20.3428,57.7575,80.01,78,75,11.5,broken clouds
120,Port Elizabeth,ZA,-33.918,25.5701,66.2,82,75,2.3,broken clouds
121,Albany,US,42.6001,-73.9662,37.99,69,100,1.01,overcast clouds
122,Asau,RO,46.4333,26.4,23.0,86,40,8.05,scattered clouds
123,Friesoythe,DE,53.0167,7.85,36.0,98,95,1.99,overcast clouds
124,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,100,90,18.41,mist
125,Carnarvon,AU,-24.8667,113.6333,80.6,78,98,5.75,overcast clouds
126,Blyth,GB,55.1271,-1.5086,43.0,81,90,18.41,overcast clouds
127,Gravdal,NO,68.1214,13.5031,30.2,93,75,3.44,broken clouds
128,Georgetown,MY,5.4112,100.3354,79.0,61,20,14.97,few clouds
129,Big Rapids,US,43.6981,-85.4837,32.0,86,90,3.44,overcast clouds
130,Dwarka,IN,22.2394,68.9678,67.96,62,0,11.59,clear sky
131,Kudahuvadhoo,MV,2.6708,72.8944,81.34,73,7,7.63,clear sky
132,Ituporanga,BR,-27.4144,-49.6025,77.0,97,100,11.99,moderate rain
133,Victoria,HK,22.2855,114.1577,55.0,50,84,9.84,broken clouds
134,Ahipara,NZ,-35.1667,173.1667,67.82,58,32,12.12,scattered clouds
135,Tacna,PE,-18.0056,-70.2483,73.4,68,0,13.8,clear sky
136,Aksha,RU,50.2814,113.2867,-19.14,81,0,1.32,clear sky
137,Teguldet,RU,57.3064,88.1667,13.42,95,100,9.42,overcast clouds
138,Coquimbo,CL,-29.9533,-71.3436,66.2,63,0,16.11,clear sky
139,Scarborough,GB,54.2797,-0.4044,41.0,89,87,4.0,overcast clouds
140,Turayf,SA,31.6725,38.6637,50.0,62,75,13.8,broken clouds
141,Ponta Do Sol,PT,32.6667,-17.1,59.0,63,75,5.75,broken clouds
142,Tuatapere,NZ,-46.1333,167.6833,60.01,56,50,8.01,light rain
143,Walvis Bay,NA,-22.9575,14.5053,68.0,82,45,2.3,scattered clouds
144,Lorengau,PG,-2.0226,147.2712,83.75,74,90,14.41,overcast clouds
145,Ulladulla,AU,-35.35,150.4667,69.01,68,0,6.91,clear sky
146,Yellowknife,CA,62.456,-114.3525,0.0,85,90,4.61,light snow
147,Tebingtinggi,ID,3.3285,99.1625,77.0,100,40,2.3,light rain
148,Matagami,CA,49.7502,-77.6328,10.4,92,90,19.57,light snow
149,Aklavik,CA,68.2191,-135.0107,-4.0,84,75,4.61,broken clouds
150,Charagua,BO,-19.8,-63.2167,69.8,64,90,6.91,overcast clouds
151,Kahului,US,20.8947,-156.47,80.6,61,40,10.36,scattered clouds
152,Codrington,AU,-38.2667,141.9667,59.7,73,99,13.65,overcast clouds
153,Yar-Sale,RU,66.8333,70.8333,-13.5,88,100,16.06,overcast clouds
154,Nikolskoye,RU,59.7035,30.7861,18.0,93,75,4.47,snow
155,Alofi,NU,-19.0595,-169.9187,86.0,70,40,6.91,scattered clouds
156,Upernavik,GL,72.7868,-56.1549,10.98,86,58,7.87,broken clouds
157,Geraldton,AU,-28.7667,114.6,78.8,57,77,2.3,broken clouds
158,Xuddur,SO,4.1213,43.8894,74.25,38,66,13.06,broken clouds
159,Richards Bay,ZA,-28.783,32.0377,73.0,85,84,7.49,light rain
160,Clarksdale,US,34.2001,-90.5709,51.8,43,2,13.8,clear sky
161,Severo-Kurilsk,RU,50.6789,156.125,20.46,92,87,38.61,light snow
162,Aasiaat,GL,68.7098,-52.8699,13.05,90,64,16.46,broken clouds
163,Esperance,AU,-33.8667,121.9,55.4,88,0,8.05,clear sky
164,Sinnamary,GF,5.3833,-52.95,77.81,86,100,12.21,overcast clouds
165,Bredasdorp,ZA,-34.5322,20.0403,68.0,77,50,9.22,scattered clouds
166,Maceio,BR,-9.6658,-35.7353,77.0,83,20,6.91,few clouds
167,Wangqing,CN,43.3218,129.7634,2.97,89,100,3.27,overcast clouds
168,Stykkisholmur,IS,65.0757,-22.7297,31.26,98,99,4.63,overcast clouds
169,Saskylakh,RU,71.9167,114.0833,-27.89,84,67,6.46,broken clouds
170,Buraydah,SA,26.326,43.975,55.4,62,0,5.75,clear sky
171,Taksimo,RU,56.3444,114.8794,-38.61,66,0,0.51,clear sky
172,Dikson,RU,73.5069,80.5464,-24.65,84,50,20.09,scattered clouds
173,Roald,NO,62.5833,6.1333,41.0,70,20,9.22,few clouds
174,Mar Del Plata,AR,-38.0023,-57.5575,64.0,77,75,12.66,broken clouds
175,Ribeira Grande,PT,38.5167,-28.7,62.6,94,75,19.57,light rain
176,General Delgado,PY,-27.1667,-56.5167,80.6,61,75,10.36,broken clouds
177,Campbellton,CA,48.0075,-66.6727,32.0,100,100,8.05,light snow
178,Puerto Ayora,EC,-0.7393,-90.3518,80.6,69,75,17.27,broken clouds
179,Busembatia,UG,0.7697,33.6131,67.14,81,72,4.61,broken clouds
180,Baker City,US,44.7749,-117.8344,44.6,65,1,4.61,clear sky
181,Otofuke,JP,42.9917,143.2003,3.51,90,2,0.09,clear sky
182,Wilmington,US,34.2257,-77.9447,50.0,43,1,10.36,clear sky
183,Grindavik,IS,63.8424,-22.4338,33.8,93,90,21.85,overcast clouds
184,Kruisfontein,ZA,-34.0033,24.7314,66.99,78,60,3.0,broken clouds
185,Constitucion,CL,-35.3333,-72.4167,67.66,55,0,17.52,clear sky
186,Gondar,ET,12.6,37.4667,55.67,40,52,6.04,broken clouds
187,High Level,CA,58.5169,-117.136,10.4,92,75,4.61,broken clouds
188,Portland,US,45.5234,-122.6762,51.8,76,75,0.51,broken clouds
189,Kavieng,PG,-2.5744,150.7967,84.2,72,52,17.07,broken clouds
190,Vostok,RU,46.4856,135.8833,-14.21,87,13,3.85,light snow
191,Fuyu,CN,45.1833,124.8167,-8.84,84,94,11.01,overcast clouds
192,Waddan,LY,29.1614,16.139,49.26,64,0,5.08,clear sky
193,Puerto Escondido,MX,15.85,-97.0667,82.4,69,40,6.91,light rain
194,Mahebourg,MU,-20.4081,57.7,78.8,78,75,11.5,broken clouds
195,Bogalusa,US,30.791,-89.8487,62.6,25,1,9.22,clear sky
196,Tamasopo,MX,21.9333,-99.4833,63.95,61,37,6.51,scattered clouds
197,Yuksekova,TR,37.5736,44.2872,41.0,60,75,9.22,snow
198,Saint George,US,37.1041,-113.5841,62.01,24,1,0.69,clear sky
199,Leningradskiy,RU,69.3833,178.4167,-25.53,84,30,5.99,scattered clouds
200,Lanquin,GT,15.5667,-89.9667,64.4,88,90,4.61,overcast clouds
201,Fairbanks,US,64.8378,-147.7164,6.8,85,1,1.66,clear sky
202,Bud,US,39.447,-86.1758,32.0,91,98,11.03,overcast clouds
203,Touros,BR,-5.1989,-35.4608,78.8,73,20,9.22,few clouds
204,Airai,TL,-8.9266,125.4092,61.38,100,100,0.78,light rain
205,Sibolga,ID,1.7427,98.7792,77.63,75,100,2.59,overcast clouds
206,Cao Bang,VN,22.6667,106.25,42.64,64,33,1.79,scattered clouds
207,Hofn,IS,64.2539,-15.2082,38.88,72,100,12.53,overcast clouds
208,Kichera,RU,55.9375,110.0997,-23.03,68,90,4.25,overcast clouds
209,Carbonia,IT,39.1672,8.5222,55.0,62,20,27.63,few clouds
210,Puerto Colombia,CO,10.9878,-74.9547,84.2,65,20,12.66,few clouds
211,Port Hawkesbury,CA,45.6169,-61.3485,39.2,70,75,20.71,broken clouds
212,Marsh Harbour,BS,26.5412,-77.0636,68.0,65,100,13.49,overcast clouds
213,Elizabeth City,US,36.2946,-76.2511,48.99,53,1,8.05,clear sky
214,Lundazi,ZM,-12.2929,33.1782,67.71,90,100,3.78,light rain
215,Kaitangata,NZ,-46.2817,169.8464,62.01,44,66,8.99,broken clouds
216,Zhigansk,RU,66.7697,123.3711,-47.29,77,78,5.3,broken clouds
217,Vila Velha,BR,-20.3297,-40.2925,79.0,78,20,12.66,few clouds
218,Qaqortoq,GL,60.7167,-46.0333,23.41,94,100,5.61,overcast clouds
219,Kimbe,PG,-5.5502,150.1429,81.66,81,22,2.82,few clouds
220,Saint-Pierre,RE,-21.3393,55.4781,78.8,65,0,4.61,clear sky
221,Falkenberg,SE,56.9055,12.4912,30.99,86,75,6.91,broken clouds
222,Mackay,AU,-21.15,149.2,80.6,74,40,12.66,scattered clouds
223,Sitka,US,57.0531,-135.33,42.8,81,90,6.91,light rain
224,Bandarban,BD,22.1965,92.2262,55.0,73,0,2.42,clear sky
225,Penha,BR,-26.7694,-48.6458,82.4,83,75,11.5,moderate rain
226,Valparaiso,CL,-33.0393,-71.6273,75.2,43,0,6.91,clear sky
227,Rio Grande,BR,-32.035,-52.0986,75.0,67,84,1.99,broken clouds
228,Zhanaozen,KZ,43.3,52.8,37.74,78,0,16.08,clear sky
229,Billings,US,45.7833,-108.5007,46.4,46,75,24.16,broken clouds
230,Isangel,VU,-19.55,169.2667,86.0,84,20,5.75,few clouds
231,Little Current,CA,45.9793,-81.9248,26.6,74,4,5.75,clear sky
232,Te Anau,NZ,-45.4167,167.7167,49.69,78,92,6.02,moderate rain
233,Bogorodskoye,RU,56.55,37.8833,-12.39,91,18,2.19,few clouds
234,Ostrovnoy,RU,68.0531,39.5131,17.8,95,99,12.44,overcast clouds
235,Saldanha,ZA,-33.0117,17.9442,66.2,72,0,5.75,clear sky
236,Miramar,US,25.9873,-80.2323,66.99,48,90,5.75,overcast clouds
237,Assiniboia,CA,49.6334,-105.9845,30.2,74,100,4.61,overcast clouds
238,Prince Rupert,CA,54.3161,-130.3201,46.4,87,90,4.61,light rain
239,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.95,80,1,9.04,clear sky
240,De-Kastri,RU,51.4667,140.7833,-9.72,87,100,3.49,overcast clouds
241,Nishihara,JP,26.1842,127.7558,59.0,50,75,9.22,broken clouds
242,Arrecife,ES,28.963,-13.5477,59.0,77,20,6.91,few clouds
243,Florianopolis,BR,-27.6146,-48.5012,78.8,89,75,8.05,moderate rain
244,Leshukonskoye,RU,64.8989,45.7622,-7.11,91,92,3.44,overcast clouds
245,San Quintin,MX,30.4833,-115.95,72.99,30,0,6.4,clear sky
246,Cayenne,GF,4.9333,-52.3333,80.6,83,75,6.91,broken clouds
247,Dutse,NG,11.7594,9.3392,69.69,20,0,8.66,clear sky
248,Batticaloa,LK,7.7102,81.6924,77.77,85,87,11.32,light rain
249,Iracoubo,GF,5.4802,-53.2011,77.25,87,100,12.15,overcast clouds
250,Golden,US,39.7555,-105.2211,50.0,23,75,19.57,broken clouds
251,Burnie,AU,-41.0667,145.9167,60.15,69,79,14.74,broken clouds
252,Brae,GB,60.3964,-1.353,44.6,81,75,25.32,broken clouds
253,Uray,RU,60.1247,64.7758,-10.16,90,100,8.3,overcast clouds
254,Christchurch,NZ,-43.5333,172.6333,64.0,63,98,5.75,overcast clouds
255,Thompson,CA,55.7435,-97.8558,-7.6,77,75,3.44,broken clouds
256,Torres,BR,-29.3353,-49.7269,75.47,93,99,8.68,light rain
257,Kieta,PG,-6.2167,155.6333,82.67,75,80,6.73,light rain
258,Mananara,MG,-16.1667,49.7667,75.97,90,44,3.47,light rain
259,Pacific Grove,US,36.6177,-121.9166,78.8,27,1,5.75,clear sky
260,Saint-Philippe,RE,-21.3585,55.7679,78.8,65,0,4.61,clear sky
261,Balikpapan,ID,-1.2675,116.8289,77.0,88,20,3.44,few clouds
262,Rocha,UY,-34.4833,-54.3333,69.13,62,12,11.86,few clouds
263,Joshimath,IN,30.5667,79.5667,45.1,41,0,5.08,clear sky
264,Ranau,MY,5.9538,116.6641,71.6,94,40,8.05,scattered clouds
265,Juba,SS,4.8517,31.5825,79.32,28,69,0.81,broken clouds
266,Araouane,ML,18.9048,-3.5265,64.08,25,34,12.37,scattered clouds
267,La Fria,VE,8.2203,-72.2439,84.2,58,40,9.22,light rain
