City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Rivers,CA,2021-01-17 01:31:48,50.0308,-100.2403,17.6,86,20,11.5
295,Callaway,US,2021-01-17 01:31:48,30.153,-85.5699,46.99,61,1,5.75
296,Polunochnoye,RU,2021-01-17 01:31:48,60.8697,60.4153,-7.91,92,100,5.17
297,Iqaluit,CA,2021-01-17 01:30:12,63.7506,-68.5145,-4.0,77,75,4.61
298,Klaksvik,FO,2021-01-17 01:31:48,62.2266,-6.589,41.0,100,75,12.66
299,Kemijarvi,FI,2021-01-17 01:31:48,66.7131,27.4306,14.81,95,88,5.32
300,Phan Thiet,VN,2021-01-17 01:31:48,10.9333,108.1,76.23,68,67,4.79
301,Paso De Los Toros,UY,2021-01-17 01:31:48,-32.8167,-56.5167,74.66,73,80,7.36
302,Camacha,PT,2021-01-17 01:31:48,33.0833,-16.3333,59.0,82,40,10.36
303,Waingapu,ID,2021-01-17 01:31:48,-9.6567,120.2641,84.69,65,100,1.32
304,San Jose,US,2021-01-17 01:30:08,37.3394,-121.895,66.99,52,40,9.22
305,Rocha,UY,2021-01-17 01:30:37,-34.4833,-54.3333,66.65,94,86,6.49
306,Ocosingo,MX,2021-01-17 01:31:48,17.0667,-92.25,66.2,94,90,1.9
307,Aripuana,BR,2021-01-17 01:31:48,-9.1667,-60.6333,74.35,96,100,2.24
308,Ucluelet,CA,2021-01-17 01:31:49,48.9329,-125.5528,46.99,93,90,4.61
309,Clinton,US,2021-01-17 01:27:37,42.587,-82.9199,32.0,93,90,9.22
310,Bien Hoa,VN,2021-01-17 01:31:49,10.95,106.8167,75.2,69,96,5.75
311,Deputatskiy,RU,2021-01-17 01:31:49,69.3,139.9,-21.28,89,100,2.64
312,Carnarvon,AU,2021-01-17 01:31:49,-24.8667,113.6333,93.2,46,95,16.11
313,Savannah Bight,HN,2021-01-17 01:31:49,16.45,-85.85,75.2,94,75,3.44
314,Anadyr,RU,2021-01-17 01:31:49,64.75,177.4833,-7.01,77,0,4.47
315,Tasiilaq,GL,2021-01-17 01:31:50,65.6145,-37.6368,30.2,93,90,3.09
316,Shimoda,JP,2021-01-17 01:31:50,34.6667,138.95,50.0,62,75,9.22
317,Progreso,MX,2021-01-17 01:31:50,21.2833,-89.6667,66.2,63,90,4.61
318,Muros,ES,2021-01-17 01:31:50,42.7762,-9.0603,51.01,92,3,3.76
319,Otawara,JP,2021-01-17 01:31:50,36.8667,140.0333,42.01,64,75,5.75
320,Pangnirtung,CA,2021-01-17 01:31:50,66.1451,-65.7125,7.16,90,100,5.59
321,Talara,PE,2021-01-17 01:31:50,-4.5772,-81.2719,71.33,86,95,13.35
322,Sabang,ID,2021-01-17 01:31:50,5.8933,95.3214,80.98,81,100,17.38
323,Bireun,ID,2021-01-17 01:31:50,5.203,96.7009,76.46,88,100,5.14
324,Kolondieba,ML,2021-01-17 01:31:50,11.0882,-6.8926,67.37,23,98,6.29
325,Damietta,EG,2021-01-17 01:29:52,31.4165,31.8133,57.2,62,0,13.8
326,Coihaique,CL,2021-01-17 01:31:50,-45.5752,-72.0662,57.2,67,40,2.3
327,Glendive,US,2021-01-17 01:31:50,47.1053,-104.7125,36.0,44,1,23.02
328,Bengkulu,ID,2021-01-17 01:31:50,-3.8004,102.2655,82.11,61,100,2.93
329,Hambantota,LK,2021-01-17 01:31:51,6.1241,81.1185,73.4,100,75,5.75
330,San Quintin,MX,2021-01-17 01:31:51,30.4833,-115.95,63.64,44,0,1.57
331,Baltay,RU,2021-01-17 01:31:51,52.4652,46.6308,1.31,91,94,11.36
332,Zhigansk,RU,2021-01-17 01:31:51,66.7697,123.3711,-36.92,82,100,6.11
333,Limon,CR,2021-01-17 01:28:00,10.0,-83.0333,80.6,69,0,3.0
334,Pinawa,CA,2021-01-17 01:31:51,50.1489,-95.8811,9.45,96,29,3.29
335,Calatayud,ES,2021-01-17 01:31:51,41.3535,-1.6432,46.4,70,0,3.44
336,Lubao,PH,2021-01-17 01:31:51,14.9167,120.55,80.6,69,75,6.91
337,Nekhayevskiy,RU,2021-01-17 01:31:51,50.4106,41.7561,3.99,77,7,5.01
338,Cayenne,GF,2021-01-17 01:31:51,4.9333,-52.3333,78.8,89,75,4.61
339,Shitkino,RU,2021-01-17 01:31:51,56.3703,98.3543,0.39,92,100,6.55
340,Kalmunai,LK,2021-01-17 01:31:51,7.4167,81.8167,76.06,87,55,7.56
341,Tsogni,GA,2021-01-17 01:31:51,-2.7942,10.0988,76.46,87,60,5.32
342,Teluk Nibung,ID,2021-01-17 01:31:52,3.001,99.8164,78.58,90,100,3.69
343,Benghazi,LY,2021-01-17 01:31:52,32.1167,20.0667,56.8,68,100,13.47
344,Launceston,AU,2021-01-17 01:31:24,-41.45,147.1667,63.0,45,72,19.57
345,Kadnikov,RU,2021-01-17 01:31:52,59.5022,40.338,-12.12,90,60,5.66
346,Gbarnga,LR,2021-01-17 01:31:52,6.9956,-9.4722,69.37,98,99,1.7
347,Atambua,ID,2021-01-17 01:31:52,-9.1061,124.8925,78.62,82,95,2.51
348,Adrar,MR,2021-01-17 01:31:52,20.5022,-10.0711,57.88,28,100,11.54
349,Anchorage,US,2021-01-17 01:30:02,61.2181,-149.9003,32.0,74,90,3.44
350,Slave Lake,CA,2021-01-17 01:31:52,55.2834,-114.769,32.0,64,1,10.36
351,Santa Ana Arriba,DO,2021-01-17 01:31:52,19.3,-70.35,77.0,88,40,2.73
352,Bushtyno,UA,2021-01-17 01:31:52,48.0512,23.4858,19.0,93,90,4.61
353,Zhob,PK,2021-01-17 01:31:52,31.3411,69.4481,44.73,44,0,2.48
354,Bastrop,US,2021-01-17 01:28:30,32.7562,-91.8724,42.01,70,1,3.44
355,Rio Negro,BR,2021-01-17 01:31:52,-26.1058,-49.7975,66.0,93,100,11.01
356,Mchinji,MW,2021-01-17 01:31:52,-13.7984,32.8802,63.32,93,93,3.11
357,Samfya,ZM,2021-01-17 01:31:53,-11.3649,29.5565,64.33,93,100,5.5
358,Port Lincoln,AU,2021-01-17 01:31:53,-34.7333,135.8667,66.54,64,90,11.54
359,Aykhal,RU,2021-01-17 01:31:53,66.0,111.5,-35.46,81,100,5.26
360,Doha,QA,2021-01-17 01:31:53,25.2867,51.5333,64.4,88,0,2.3
361,Brigantine,US,2021-01-17 01:31:53,39.4101,-74.3646,41.0,60,20,11.5
362,Yar-Sale,RU,2021-01-17 01:31:53,66.8333,70.8333,-7.08,91,100,11.07
363,Abashiri,JP,2021-01-17 01:31:53,44.0213,144.2697,19.4,68,40,1.14
364,Salcininkai,LT,2021-01-17 01:31:53,54.3,25.3833,-2.0,84,20,5.75
365,Serdobsk,RU,2021-01-17 01:31:53,52.4586,44.2169,0.21,93,100,11.81
366,Riyadh,SA,2021-01-17 01:31:53,24.6877,46.7219,59.0,47,0,3.44
367,Beliator,IN,2021-01-17 01:31:53,23.3333,87.2167,51.8,93,90,1.34
368,Tezu,IN,2021-01-17 01:31:53,27.9167,96.1667,66.92,40,5,0.92
369,Tshane,BW,2021-01-17 01:31:53,-24.0196,21.8684,72.63,32,95,9.57
370,Portoferraio,IT,2021-01-17 01:31:53,42.8115,10.3146,36.0,56,94,8.3
371,Bose,IT,2021-01-17 01:31:54,45.4612,8.0137,32.0,88,48,0.83
372,Karpathos,GR,2021-01-17 01:31:54,35.507,27.2132,51.8,82,100,11.5
373,Misratah,LY,2021-01-17 01:31:54,32.3754,15.0925,55.06,71,0,17.65
374,Conde,BR,2021-01-17 01:31:54,-7.2597,-34.9075,77.0,83,20,8.05
375,Areia Branca,BR,2021-01-17 01:31:54,-4.9561,-37.1369,78.96,67,54,19.46
376,Honiara,SB,2021-01-17 01:30:24,-9.4333,159.95,86.27,65,80,3.71
377,Summerville,US,2021-01-17 01:31:34,33.0185,-80.1757,42.01,60,40,4.61
378,Mitsamiouli,KM,2021-01-17 01:31:54,-11.3847,43.2844,81.12,77,57,9.01
379,Galesti,RO,2021-01-17 01:31:54,46.5167,24.75,16.0,86,75,1.14
380,Tambacounda,SN,2021-01-17 01:31:54,13.7539,-13.7586,77.0,12,0,4.61
381,Dicabisagan,PH,2021-01-17 01:31:54,17.0818,122.4157,74.73,86,100,11.95
382,Ambulu,ID,2021-01-17 01:31:54,-8.345,113.6058,82.02,69,100,0.18
383,Panama City,PA,2021-01-17 01:31:41,8.9936,-79.5197,78.8,78,90,4.61
384,Ximei,CN,2021-01-17 01:31:54,24.9639,118.3794,55.4,44,0,20.13
385,Berkak,NO,2021-01-17 01:31:54,62.825,10.0118,12.29,83,0,12.44
386,Champerico,GT,2021-01-17 01:31:54,14.3,-91.9167,84.2,65,75,6.91
387,Price,US,2021-01-17 01:31:54,39.5994,-110.8107,37.4,48,1,10.36
388,Bone,DE,2021-01-17 01:31:55,51.9669,12.1396,26.01,92,100,2.51
389,Daurala,IN,2021-01-17 01:31:55,29.1167,77.6833,47.08,62,0,3.71
390,Coos Bay,US,2021-01-17 01:31:55,43.3665,-124.2179,54.0,87,1,3.44
391,Zolotukhino,RU,2021-01-17 01:31:55,52.0842,36.3772,-0.99,83,100,11.01
392,Pisco,PE,2021-01-17 01:31:55,-13.7,-76.2167,69.8,78,0,18.41
393,Lavrentiya,RU,2021-01-17 01:31:55,65.5833,-171.0,-11.04,85,87,9.95
394,Catia La Mar,VE,2021-01-17 01:31:55,10.6038,-67.0303,78.8,89,40,3.44
395,Schitu,RO,2021-01-17 01:31:55,44.35,24.5667,26.01,80,75,2.3
396,Gaomi,CN,2021-01-17 01:31:55,36.3833,119.7528,32.0,69,0,2.24
397,Bac Lieu,VN,2021-01-17 01:31:56,9.285,105.7244,78.15,68,96,14.79
398,Taltal,CL,2021-01-17 01:30:20,-25.4,-70.4833,63.99,75,1,3.04
399,Wagar,SD,2021-01-17 01:31:56,16.1525,36.2032,65.07,86,8,11.3
400,Kjollefjord,NO,2021-01-17 01:31:56,70.9457,27.3465,35.78,84,98,14.16
401,Egvekinot,RU,2021-01-17 01:31:56,66.3167,-179.1667,-15.41,86,100,14.29
402,Flinders,AU,2021-01-17 01:27:16,-34.5833,150.8552,81.0,43,40,5.75
403,Asau,RO,2021-01-17 01:31:56,46.4333,26.4,5.0,92,0,6.91
404,Tahoua,NE,2021-01-17 01:31:56,14.8888,5.2692,71.6,21,0,4.61
405,Taperoa,BR,2021-01-17 01:31:56,-7.2075,-36.8267,72.37,68,75,16.04
406,Iquitos,PE,2021-01-17 01:29:36,-3.7481,-73.2472,77.0,88,75,4.61
407,Nome,US,2021-01-17 01:31:56,64.5011,-165.4064,12.2,67,90,6.91
408,Belgrade,RS,2021-01-17 01:31:56,44.804,20.4651,24.8,93,40,9.22
409,Madison,US,2021-01-17 01:31:56,34.7334,-86.5667,39.99,60,90,5.14
410,Awjilah,LY,2021-01-17 01:31:56,29.1081,21.2869,50.0,60,0,11.12
411,Ascension,US,2021-01-17 01:31:56,30.2169,-90.9001,44.6,57,1,2.71
412,Praia,CV,2021-01-17 01:31:56,14.9215,-23.5087,69.8,78,40,18.41
413,Saint-Georges,GD,2021-01-17 01:31:56,12.0564,-61.7485,75.2,94,20,6.91
414,George Town,MY,2021-01-17 01:31:27,5.4112,100.3354,81.0,83,20,2.3
415,Prince Rupert,CA,2021-01-17 01:31:57,54.3161,-130.3201,44.6,81,90,23.02
416,Ixtapa,MX,2021-01-17 01:31:57,20.7,-105.2,69.8,88,90,3.44
417,Baghdad,IQ,2021-01-17 01:31:57,33.3406,44.4009,51.8,82,2,2.3
418,Along,IN,2021-01-17 01:31:57,28.1667,94.7667,57.94,65,1,0.78
419,Vikarabad,IN,2021-01-17 01:31:57,17.3333,77.9,64.4,94,20,3.44
420,Wajid,SO,2021-01-17 01:31:57,3.8093,43.2471,70.47,75,0,13.98
421,Esperance,AU,2021-01-17 01:31:57,-33.8667,121.9,68.0,45,40,11.5
422,Skjervoy,NO,2021-01-17 01:31:57,70.0311,20.9714,36.41,95,100,16.55
423,Talnakh,RU,2021-01-17 01:31:57,69.4865,88.3972,-25.71,68,0,6.91
424,Nizhniy Baskunchak,RU,2021-01-17 01:31:57,48.2198,46.8311,14.83,94,79,4.97
425,Luganville,VU,2021-01-17 01:31:57,-15.5333,167.1667,84.52,68,86,6.46
426,Balykshi,KZ,2021-01-17 01:31:57,47.0667,51.8667,24.8,100,90,2.24
427,Cuamba,MZ,2021-01-17 01:31:57,-14.8031,36.5372,70.61,95,87,2.01
428,Huron,US,2021-01-17 01:31:58,41.1501,-82.5499,30.99,86,94,9.84
429,Khuzdar,PK,2021-01-17 01:31:17,27.7384,66.6434,47.84,37,0,3.83
430,Qiongshan,CN,2021-01-17 01:31:58,20.0058,110.3542,66.2,82,75,13.42
431,Limpapa,PH,2021-01-17 01:31:58,7.1197,121.9106,80.6,89,90,1.14
432,Port Blair,IN,2021-01-17 01:31:58,11.6667,92.75,80.49,67,0,11.65
433,Mashivka,UA,2021-01-17 01:31:58,49.4431,34.8669,0.32,92,0,4.12
434,Turkistan,KZ,2021-01-17 01:31:58,43.0,68.0,30.29,95,0,2.75
435,Port Macquarie,AU,2021-01-17 01:28:55,-31.4333,152.9167,84.0,31,22,1.99
436,Zyryanka,RU,2021-01-17 01:31:58,65.75,150.85,-27.29,85,100,2.95
437,Ust-Koksa,RU,2021-01-17 01:31:58,50.2696,85.6108,17.55,70,100,1.41
438,Itarema,BR,2021-01-17 01:31:59,-2.9248,-39.9167,78.21,84,9,11.1
439,Zurrieq,MT,2021-01-17 01:31:59,35.8311,14.4742,48.99,93,75,6.91
440,Salalah,OM,2021-01-17 01:31:59,17.0151,54.0924,66.2,24,0,6.91
441,Luwuk,ID,2021-01-17 01:31:59,-0.9516,122.7875,83.37,66,100,1.01
442,Kinablangan,PH,2021-01-17 01:31:59,7.6947,126.5503,77.38,88,100,9.26
443,Kirakira,SB,2021-01-17 01:31:59,-10.4544,161.9205,86.29,65,86,7.0
444,Baglan,AF,2021-01-17 01:31:59,36.1307,68.7083,39.74,60,61,1.81
445,Edd,ER,2021-01-17 01:31:59,13.9297,41.6925,74.05,55,7,4.45
446,Rio Gallegos,AR,2021-01-17 01:31:59,-51.6226,-69.2181,59.0,82,40,13.8
447,Pangody,RU,2021-01-17 01:31:59,65.85,74.4859,-7.92,90,100,14.9
448,Ahipara,NZ,2021-01-17 01:31:59,-35.1667,173.1667,73.11,75,100,14.18
449,Leh,IN,2021-01-17 01:31:59,34.1667,77.5833,8.49,52,0,1.9
450,Tuy Hoa,VN,2021-01-17 01:31:25,13.0833,109.3,72.57,82,60,14.14
451,Turukhansk,RU,2021-01-17 01:31:59,65.8167,87.9833,-21.62,81,100,14.85
452,Dingle,PH,2021-01-17 01:31:59,10.9995,122.6711,80.67,84,100,14.0
453,Deyang,CN,2021-01-17 01:32:00,31.1302,104.382,42.01,1,51,9.15
454,Longkou,CN,2021-01-17 01:32:00,37.6508,120.3286,28.13,83,0,16.17
455,Kastamonu,TR,2021-01-17 01:32:00,41.5,33.6667,26.4,97,98,5.93
456,Wanning,CN,2021-01-17 01:32:00,18.8003,110.3967,68.59,78,75,18.1
457,Palasa,IN,2021-01-17 01:32:00,18.7667,84.4167,70.16,80,0,3.27
458,Magnitka,RU,2021-01-17 01:32:00,55.3475,59.6961,10.94,92,71,7.43
459,Cap-Aux-Meules,CA,2021-01-17 01:32:00,47.3821,-61.8597,33.8,86,100,14.97
460,Petatlan,MX,2021-01-17 01:32:00,17.5167,-101.2667,74.86,83,97,1.43
461,Manjacaze,MZ,2021-01-17 01:32:00,-24.7117,33.8828,77.47,92,100,7.7
462,Temir,KZ,2021-01-17 01:32:00,49.1414,57.13,11.61,96,11,9.64
463,Hirara,JP,2021-01-17 01:32:00,24.8,125.2833,60.8,77,75,19.57
464,Margate,GB,2021-01-17 01:32:00,51.3813,1.3862,44.01,82,100,5.99
465,Novikovo,RU,2021-01-17 01:32:00,51.1537,37.8879,-2.58,91,0,6.91
466,Charters Towers,AU,2021-01-17 01:32:00,-20.1,146.2667,87.57,41,100,13.49
467,Nouakchott,MR,2021-01-17 01:32:00,18.0858,-15.9785,66.2,9,100,8.05
468,Belleville,CA,2021-01-17 01:27:56,44.1788,-77.3705,35.6,80,90,12.66
469,Swan Hill,AU,2021-01-17 01:32:01,-35.3378,143.5544,74.41,26,0,10.38
470,Mogadishu,SO,2021-01-17 01:32:01,2.0371,45.3438,75.97,86,0,18.43
471,Cabo San Lucas,MX,2021-01-17 01:30:25,22.8909,-109.9124,75.2,33,1,5.75
472,Orlik,RU,2021-01-17 01:32:01,52.5178,99.825,-3.57,83,99,3.38
473,Kushima,JP,2021-01-17 01:32:01,31.4583,131.2333,48.2,49,20,19.57
474,Penzance,GB,2021-01-17 01:27:11,50.1186,-5.5371,45.0,70,75,11.5
475,Monrovia,LR,2021-01-17 01:32:01,6.3005,-10.7969,75.2,94,52,5.21
476,Vao,NC,2021-01-17 01:32:01,-22.6667,167.4833,78.24,86,100,11.5
477,Kiama,AU,2021-01-17 01:32:01,-34.6833,150.8667,73.4,43,40,5.75
478,Santa Rosa,PH,2021-01-17 01:29:51,14.3122,121.1114,81.0,65,75,1.14
479,Sao Felix Do Xingu,BR,2021-01-17 01:32:02,-6.6447,-51.995,70.9,94,100,1.61
480,Grand Gaube,MU,2021-01-17 01:32:02,-20.0064,57.6608,80.01,82,90,5.01
481,Lokoja,NG,2021-01-17 01:32:02,7.8024,6.743,77.52,53,37,3.91
482,Tabou,CI,2021-01-17 01:32:02,4.423,-7.3528,77.85,85,0,6.73
483,Ape,LV,2021-01-17 01:32:02,57.5393,26.6929,-0.02,93,76,3.49
484,Ewa Beach,US,2021-01-17 01:32:03,21.3156,-158.0072,82.4,57,1,10.36
485,Huarmey,PE,2021-01-17 01:32:03,-10.0681,-78.1522,71.11,82,100,5.91
486,Bousse,BF,2021-01-17 01:32:03,12.6606,-1.8922,73.4,23,0,3.44
487,Zhezkazgan,KZ,2021-01-17 01:32:03,47.8043,67.7144,10.85,95,0,1.83
488,Yeppoon,AU,2021-01-17 01:32:03,-23.1333,150.7333,87.8,51,40,8.05
489,Severo-Kurilsk,RU,2021-01-17 01:32:03,50.6789,156.125,33.71,92,100,6.71
490,Qaqortoq,GL,2021-01-17 01:32:03,60.7167,-46.0333,19.4,49,75,4.61
491,Hailar,CN,2021-01-17 01:32:03,49.2,119.7,-7.71,90,100,4.05
492,Yevpatoriya,UA,2021-01-17 01:32:03,45.1972,33.3558,28.0,78,100,5.01
493,Sur,OM,2021-01-17 01:32:03,22.5667,59.5289,64.94,65,0,4.18
494,Duldurga,RU,2021-01-17 01:32:03,50.6761,113.5931,-10.26,77,31,10.54
495,Abu Kamal,SY,2021-01-17 01:32:03,34.4506,40.9171,51.19,60,0,6.93
496,Yumen,CN,2021-01-17 01:32:04,40.2833,97.2,20.62,68,0,26.19
497,Mount Gambier,AU,2021-01-17 01:32:04,-37.8333,140.7667,66.2,45,40,4.61
498,Khromtau,KZ,2021-01-17 01:32:04,50.2503,58.4347,11.5,95,0,16.06
499,Kamenka,RU,2021-01-17 01:32:04,51.3223,42.7678,-3.26,93,97,9.26
500,Kamakhyanagar,IN,2021-01-17 01:32:04,20.9333,85.55,61.75,83,2,1.9
501,Katsuura,JP,2021-01-17 01:32:04,35.1333,140.3,46.99,53,100,4.0
502,Mangaratiba,BR,2021-01-17 01:32:04,-22.9597,-44.0406,77.0,78,0,6.91
503,Villazon,BO,2021-01-17 01:32:04,-22.0866,-65.5942,56.08,58,100,0.43
504,Caravelas,BR,2021-01-17 01:32:04,-17.7125,-39.2481,75.09,86,100,6.4
505,Fukue,JP,2021-01-17 01:32:04,32.6881,128.8419,39.2,65,75,17.27
506,Komsomolskiy,UZ,2021-01-17 01:32:04,40.4272,71.7189,30.2,74,0,4.61
507,Vanimo,PG,2021-01-17 01:32:04,-2.6741,141.3028,86.97,62,100,7.16
508,Tyumentsevo,RU,2021-01-17 01:32:05,53.3224,81.498,16.18,90,100,16.28
509,Lasa,IT,2021-01-17 01:32:05,46.6166,10.7002,24.01,73,0,8.05
510,Goundam,ML,2021-01-17 01:32:05,16.4145,-3.6708,63.57,20,100,13.42
511,Chimbote,PE,2021-01-17 01:30:12,-9.0853,-78.5783,71.51,80,100,6.8
512,Pilar,BR,2021-01-17 01:31:01,-9.5972,-35.9567,75.2,88,75,11.5
513,Chinsali,ZM,2021-01-17 01:32:05,-10.5414,32.0816,61.63,97,100,2.95
514,Honningsvag,NO,2021-01-17 01:32:05,70.9821,25.9704,37.49,78,95,16.8
515,Springbok,ZA,2021-01-17 01:32:05,-29.6643,17.8865,55.62,75,0,2.01
516,Ambovombe,MG,2021-01-17 01:32:05,-25.1667,46.0833,75.16,67,0,3.67
517,Urusha,RU,2021-01-17 01:32:05,54.05,122.9,-15.34,85,100,4.36
518,Merritt Island,US,2021-01-17 01:32:05,28.5392,-80.672,55.4,62,1,8.05
519,Ampanihy,MG,2021-01-17 01:32:05,-24.7,44.75,74.71,75,5,1.61
520,Nichinan,JP,2021-01-17 01:32:05,31.6,131.3667,48.2,49,20,19.57
521,Aswan,EG,2021-01-17 01:32:05,24.0934,32.907,53.46,49,0,6.15
522,Ardahan,TR,2021-01-17 01:32:06,41.1087,42.7022,21.0,94,100,5.53
523,Takoradi,GH,2021-01-17 01:32:06,4.8845,-1.7554,78.58,86,63,5.84
524,Grindavik,IS,2021-01-17 01:32:06,63.8424,-22.4338,35.6,93,75,19.57
525,Beloomut,RU,2021-01-17 01:32:06,54.9448,39.3394,-2.0,79,100,4.0
526,Dao,PH,2021-01-17 01:32:06,11.3937,122.6856,79.52,88,100,10.25
527,Voloshka,RU,2021-01-17 01:32:06,61.3314,40.0858,-11.85,88,54,3.91
528,Agdam,AZ,2021-01-17 01:32:06,39.991,46.9274,39.09,82,100,0.54
529,Kyabram,AU,2021-01-17 01:32:06,-36.3167,145.05,75.0,30,0,1.01
530,Krapkowice,PL,2021-01-17 01:32:06,50.4752,17.9654,24.01,92,100,5.99
531,Nanortalik,GL,2021-01-17 01:32:06,60.1432,-45.2371,24.24,94,100,3.6
532,Boyolangu,ID,2021-01-17 01:32:06,-8.1181,111.8935,83.35,63,99,1.77
533,Young,UY,2021-01-17 01:32:06,-32.6833,-57.6333,75.99,77,61,4.0
534,Hurricane,US,2021-01-17 01:32:06,37.1753,-113.2899,57.2,39,1,5.75
535,Pumiao,CN,2021-01-17 01:32:06,22.75,108.4833,57.2,47,0,15.66
536,Banda Aceh,ID,2021-01-17 01:32:06,5.5577,95.3222,79.83,80,100,10.45
537,Mayor Pablo Lagerenza,PY,2021-01-17 01:32:07,-19.9309,-60.7718,80.65,70,100,7.25
538,Tamandare,BR,2021-01-17 01:32:07,-8.7597,-35.1047,76.93,82,21,8.81
539,Motygino,RU,2021-01-17 01:32:07,58.1831,94.7592,-7.91,89,100,6.67
540,Priargunsk,RU,2021-01-17 01:32:07,50.3691,119.1012,-19.1,83,92,4.7
541,Grand Forks,US,2021-01-17 01:32:07,47.9417,-97.4337,19.4,100,20,6.91
542,Nassjo,SE,2021-01-17 01:32:07,57.6531,14.6968,21.2,100,90,3.42
543,Urucara,BR,2021-01-17 01:32:07,-2.5364,-57.76,76.91,79,1,0.74
544,Rafraf,TN,2021-01-17 01:32:07,37.1904,10.1837,48.2,81,40,5.75
545,Vestmannaeyjar,IS,2021-01-17 01:32:07,63.4427,-20.2734,39.97,72,100,30.0
546,Ranong,TH,2021-01-17 01:32:07,9.9658,98.6348,80.6,69,40,8.05
547,Gilbues,BR,2021-01-17 01:32:07,-9.8317,-45.3439,73.85,83,58,1.32
548,Porbandar,IN,2021-01-17 01:32:07,21.6422,69.6093,63.41,47,0,6.58
549,Norsup,VU,2021-01-17 01:32:07,-16.0667,167.3833,82.11,72,100,4.14
550,Sunrise Manor,US,2021-01-17 01:32:08,36.2111,-115.0731,69.8,16,1,8.05
551,Kalaleh,IR,2021-01-17 01:32:08,37.3807,55.4916,46.4,93,0,4.03
552,Makakilo City,US,2021-01-17 01:32:08,21.3469,-158.0858,82.4,57,1,10.36
